id,title,desc,text,link,img,category
ed6,REPORT: Youngsville Police investigating alleged abuse of Southside High special education students,"Youngsville Police are investigating alleged physical abuse of special education students at Southside High School, following a written complaint by a former ...","REPORT: Youngsville Police investigating alleged abuse of Southside High special education students Youngsville Police are investigating alleged physical abuse of special education students at Southside High School, following a written complaint by a former ...",news.google.com/./articles/CBMifmh0dHBzOi8vd3d3LmtsZnkuY29tL2xvY2FsL3JlcG9ydC15b3VuZ3N2aWxsZS1wb2xpY2UtaW52ZXN0aWdhdGluZy1hbGxlZ2VkLWFidXNlLW9mLXNvdXRoc2lkZS1oaWdoLXNwZWNpYWwtZWR1Y2F0aW9uLXN0dWRlbnRzL9IBggFodHRwczovL3d3dy5rbGZ5LmNvbS9sb2NhbC9yZXBvcnQteW91bmdzdmlsbGUtcG9saWNlLWludmVzdGlnYXRpbmctYWxsZWdlZC1hYnVzZS1vZi1zb3V0aHNpZGUtaGlnaC1zcGVjaWFsLWVkdWNhdGlvbi1zdHVkZW50cy9hbXAv?hl=en-US&gl=US&ceid=US%3Aen,https://lh6.googleusercontent.com/proxy/v6M_lhbQIC7H34vTvBO0mzdgZNsIroqs5C_GPWL_z-COXZ3NaT--kGLGMJJfWtJFBqiMB3CrBMBrMhrEDVBIAK9M8IoV7qOqlgYqhqnVNWMFBqf7A3BXzEeYFU1F4Lgx=-p-df-h100-w100,education
ed7,Music education in NC during COVID-19 - EducationNC,What did it look like to teach music during the COVID-19 pandemic? Educators had to get creative and persevere for their students.,Music education in NC during COVID-19 - EducationNC What did it look like to teach music during the COVID-19 pandemic? Educators had to get creative and persevere for their students.,news.google.com/./articles/CBMiQWh0dHBzOi8vd3d3LmVkbmMub3JnL3BlcnNwZWN0aXZlLW11c2ljLWVkdWNhdGlvbi1kdXJpbmctY292aWQtMTkv0gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh4.googleusercontent.com/proxy/3Ch0ysEQ5t238Ei9ptYq7ClMZcjUaCcfxK2PbdzZ7za0QlTCHuQKnAcPagjOP_jJWq97YmhJ97lHxUABKKl59jHcpHur_qk3u2AeBXH0K-mTdOeHMBSrisg1Js4-hM16CgLl04sTe5u2alxJNXWWy8GHZg=-p-df-h100-w100,education
ed8,A Closer Look at Oklahoma's Move to Alter Education Funding and Make Student Transfers Easier,Two education measures finalized this week mark a win for those who subscribe to the philosophy that public tax dollars should follow students to the school of ...,A Closer Look at Oklahoma's Move to Alter Education Funding and Make Student Transfers Easier Two education measures finalized this week mark a win for those who subscribe to the philosophy that public tax dollars should follow students to the school of ...,news.google.com/./articles/CBMic2h0dHBzOi8vb2tsYWhvbWF3YXRjaC5vcmcvMjAyMS8wNC8wMS9hLWNsb3Nlci1sb29rLWF0LXRoZS1tb3N0LXRyYW5zZm9ybWF0aXZlLWVkdWNhdGlvbi1yZWZvcm0taW4tb2tsYWhvbWEtaGlzdG9yeS_SAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh6.googleusercontent.com/proxy/uJtzdtRiTWLf91GRvAUj7knuqBG1IXe_mpaW-mBaKs8dX6uYdj8sK5gOpe65Tyz4u-pWLF7syzDYeuDKEn0rDdOTcQ9yj6S1aIH0MBU7PcwXHYTipOwIvtGOkhRa2bfv1T8AtMaeQ7fIB_5DWXNzAxj8AcGgxEGlwrbmCT2VlAIrpuv2QFnW6Q5cpQ=-p-df-h100-w100,education
ed9,OKCPS Board taking legal action against State Board of Education,OKLAHOMA CITY (KOKH) - The OKCPS Board of Education has approved a resolution supporting legal action against the Oklahoma State Board of Education.,OKCPS Board taking legal action against State Board of Education OKLAHOMA CITY (KOKH) - The OKCPS Board of Education has approved a resolution supporting legal action against the Oklahoma State Board of Education.,news.google.com/./articles/CBMiYmh0dHBzOi8va3R1bC5jb20vbmV3c2xldHRlci1kYWlseS9va2Nwcy1ib2FyZC10YWtpbmctbGVnYWwtYWN0aW9uLWFnYWluc3Qtc3RhdGUtYm9hcmQtb2YtZWR1Y2F0aW9u0gFmaHR0cHM6Ly9rdHVsLmNvbS9hbXAvbmV3c2xldHRlci1kYWlseS9va2Nwcy1ib2FyZC10YWtpbmctbGVnYWwtYWN0aW9uLWFnYWluc3Qtc3RhdGUtYm9hcmQtb2YtZWR1Y2F0aW9u?hl=en-US&gl=US&ceid=US%3Aen,https://lh5.googleusercontent.com/proxy/Dz7kprxnEkKodgVHvETMelK7ureeHFf6r4f7uOYHCtOfJgyB7q82ar4UxlEg_Dfhvr8wsxyEqhKFRzkxZrV4lGTfl4NwviEsEvw7Z9Xcb_3cQ130oyrX0ZCzjp--TjyMc1gTO43tH2yPH6bzAAOpkfH5GpB5sY4maKOaPs8fMrwqw15V7-uI98CmUbaDM6pGg8HK5t-FZ7LMHLf2uFdQSVjJoqEV_HT7VhswJhZLrQ=-p-df-h100-w100,education
ent1,Best Bets for the Break: A quick guide to online entertainment and virtual experiences,The La Jolla Light presents this continuing series of online activities to undertake on your computer or tablet during your quarantine quandary.,Best Bets for the Break: A quick guide to online entertainment and virtual experiences The La Jolla Light presents this continuing series of online activities to undertake on your computer or tablet during your quarantine quandary.,news.google.com/./articles/CBMikwFodHRwczovL3d3dy5kZWxtYXJ0aW1lcy5uZXQvbGlmZXN0eWxlL2V2ZW50cy9zdG9yeS8yMDIxLTA0LTAxL2Jlc3QtYmV0cy1mb3ItdGhlLWJyZWFrLWEtcXVpY2stZ3VpZGUtdG8tb25saW5lLWVudGVydGFpbm1lbnQtYW5kLXZpcnR1YWwtZXhwZXJpZW5jZXPSAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh4.googleusercontent.com/proxy/Shwmj7MjhymCEnw5eNH0YKG66rHh147Et7vIEOcNkiuVeg38R0FiAtVRH7XdSkAg5ejR0Z0lVa63G6omSX2DYGIhgcWXUxHZ7s0sCv989cWDb0JRydQCogaczfi5_OlMZgmZGTaUtaQhBIdW-k4-7AWMFO-PCi2NvVDMVERSbThD24YRldhDxfKyPL2Ele-mQqsPPVF-o7sGwPdwczSO1priB6czqXJmIBm6PgzuDqJZBEukvY363giEwSr3Ht56lF34UA1J1LiKgyO2e6mrPq1Vj6vxiVc3ZgyaIigiaG15hxl4zHJIZo9589v1jFANI6WpiU-BJY3LVQoLoN4leEQwK-94WCMtPKIRJp325i4Uvkr8gHd6ng=-p-df-h100-w100,entertainment
ent2,Mayor Proposes 12 Point Plan to Change Character of Miami Beach's Entertainment District,Miami Beach Mayor Dan Gelber is making another push to change the character of the South Beach Entertainment District away from what he calls the “anything ...,Mayor Proposes 12 Point Plan to Change Character of Miami Beach's Entertainment District Miami Beach Mayor Dan Gelber is making another push to change the character of the South Beach Entertainment District away from what he calls the “anything ...,news.google.com/./articles/CBMigQFodHRwczovL3d3dy5yZW1pYW1pYmVhY2guY29tL3NvdXRoLWJlYWNoL21heW9yLXByb3Bvc2VzLTEyLXBvaW50LXBsYW4tdG8tY2hhbmdlLWNoYXJhY3Rlci1vZi1taWFtaS1iZWFjaHMtZW50ZXJ0YWlubWVudC1kaXN0cmljdC_SAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/KJ-BmZ1v7xvod1_CUH9GQb2aQULnpM7A7xEvubFtV2fAV1Y6ycM7c1sKz-Yq43T232ZYyebYeLXkD6rriHEpwiBj7oKTNRhdFhmmOEo3xCRUV-O_Qqs6oPv0Rf6ZuGXpWSPMme1Neymmg3nqbZBHchJGCBH_ppOthpDTO4ZB9jQ6RCGuKrPFb32ros9Lpsxha1-7SxtRnCttQOn796PypiisUcDhi5YaAwOwXHwex3NN2A=-p-df-h100-w100,entertainment
ent3,Performing arts and entertainment venues can reopen at 33 percent capacity,"Apr 3, 2021. Performing arts and entertainment venues can reopen at 33 percent capacity. Governor Andrew M. Cuomo announced that performing arts and ...","Performing arts and entertainment venues can reopen at 33 percent capacity Apr 3, 2021. Performing arts and entertainment venues can reopen at 33 percent capacity. Governor Andrew M. Cuomo announced that performing arts and ...",news.google.com/./articles/CBMiZWh0dHBzOi8vbXlsaXR0bGVmYWxscy5jb20vcGVyZm9ybWluZy1hcnRzLWFuZC1lbnRlcnRhaW5tZW50LXZlbnVlcy1jYW4tcmVvcGVuLWF0LTMzLXBlcmNlbnQtY2FwYWNpdHkv0gFpaHR0cHM6Ly9teWxpdHRsZWZhbGxzLmNvbS9wZXJmb3JtaW5nLWFydHMtYW5kLWVudGVydGFpbm1lbnQtdmVudWVzLWNhbi1yZW9wZW4tYXQtMzMtcGVyY2VudC1jYXBhY2l0eS9hbXAv?hl=en-US&gl=US&ceid=US%3Aen,https://lh5.googleusercontent.com/proxy/LsSPhEuUK9jGpIFIH4FquccG62BajPerYi7e5wNsPQs3MJzN8tTrIHwvvKIXTpUOXsdFcma0MvRWWaoblFfebKqUTxdFhKxFG1WcCHu6o-36ZAxYeX1T02J61pp_axufpanrnhEVk79jcgSY6z6OTBdbDvucqMbNp1wuaY0GB13JfJ-Uq77J3udMPGv2wg6pbG5AmNJbISNVpJAPjyPpkCWik5kjS5S9YQSytNBgPQ=-p-df-h100-w100,entertainment
ent4,Today's events for April 4 | Entertainment | postandcourier.com,"First Christian Church (DOC), 900 Kerr Drive S.W., will hold Good Friday services at noon today, and Easter services will be held in the church garden at 8 a.m. ...","Today's events for April 4 | Entertainment | postandcourier.com First Christian Church (DOC), 900 Kerr Drive S.W., will hold Good Friday services at noon today, and Easter services will be held in the church garden at 8 a.m. ...",news.google.com/./articles/CBMihgFodHRwczovL3d3dy5wb3N0YW5kY291cmllci5jb20vYWlrZW5zdGFuZGFyZC9lbnRlcnRhaW5tZW50L3RvZGF5cy1ldmVudHMtZm9yLWFwcmlsLTQvYXJ0aWNsZV8xODhkZjVjYy05M2ZkLTExZWItYmVlYi04NzJjN2FmOTkyYzYuaHRtbNIBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh4.googleusercontent.com/proxy/q9R8f73WIpXMFLZaRmj7ECTwNapWFrq4zjoQPEs1AHXuLdeu3pmw_vjjl2osxBQ0tCT8jecmOY9wIgA-VLoHgPRtlnAciVCO63bluVJRG37xjVpcooTjrI3bQSYWin-6FxXxRxoZtLvgZOxzc-fl_5r2GUTCzarBQw8HDc7J6wVHEk2mGSwtQJqbXHD5i_qjfnY3q8oljnai1uOGwwxpONCi3p5WbpkXsygCb91nC8QF0zF3ybx0kAYIWKkOaNcbhEBHyb4qDpph6u7E2ssIHQ=-p-df-h100-w100,entertainment
ent5,Live entertainment venues excited to welcome guests back April 15,"For the owner and operator of Harlow's in Sacramento, it has been a long and quiet 13 months.","Live entertainment venues excited to welcome guests back April 15 For the owner and operator of Harlow's in Sacramento, it has been a long and quiet 13 months.",news.google.com/./articles/CAIiEKy7l85V_DN7GBCd4LKNt5cqGQgEKhAIACoHCAowsYv_CjCKhPgCMKjF5AU?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/tNiV-JUCZ4s1FfS1RAR8yaZ-bxUiSqEgMWP2zLwxuk2X8AiM21jidtv-irdQGWxBNIOjcWMUiYnso1ccVA0=-p-df-h100-w100,entertainment
ent6,Local entertainment in Murfreesboro | Community | murfreesboropost.com,We'll keep you connected to all the updated local news and information about what's happening in Murfreesboro and Rutherford County! Click Here to ...,Local entertainment in Murfreesboro | Community | murfreesboropost.com We'll keep you connected to all the updated local news and information about what's happening in Murfreesboro and Rutherford County! Click Here to ...,news.google.com/./articles/CBMigAFodHRwczovL3d3dy5tdXJmcmVlc2Jvcm9wb3N0LmNvbS9jb21tdW5pdHkvbG9jYWwtZW50ZXJ0YWlubWVudC1pbi1tdXJmcmVlc2Jvcm8vYXJ0aWNsZV8wYTIzMTU4MC05MzZjLTExZWItYmRkNy0xYmYzZWUyMzA5OGMuaHRtbNIBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh6.googleusercontent.com/proxy/c_iKmVhuKkVg7datEHa7aqW9seBENyYHyNbGSw4WASPq65ucYpAjrvzuZDTv1yoAvZQP9U4N5uANhb4Szf03dTn11Z40W4JzZgIWgh43VJIOBL1P9JxrdwA08gMQDYN1QCDXydks5_B5YbQv-UOPTcmNfV22nou33YFSQkKKdQuyUGLj_eaaLq00ArAWVCypSVvlePN54d3VdKUxcKrVnU9UdL74-z9O5-THP3LnWKPlE2sSF3R2wPj_h523Ku7t7w=-p-df-h100-w100,entertainment
ent7,Benedict Cumberbatch worries he was 'patient zero' | Entertainment | elkharttruth.com,"Benedict Cumberbatch worries he might have been ""patient zero"" and spread the coronavirus pandemic around the world.","Benedict Cumberbatch worries he was 'patient zero' | Entertainment | elkharttruth.com Benedict Cumberbatch worries he might have been ""patient zero"" and spread the coronavirus pandemic around the world.",news.google.com/./articles/CBMimAFodHRwczovL3d3dy5lbGtoYXJ0dHJ1dGguY29tL2xpZmVzdHlsZXMvZW50ZXJ0YWlubWVudC9iZW5lZGljdC1jdW1iZXJiYXRjaC13b3JyaWVzLWhlLXdhcy1wYXRpZW50LXplcm8vYXJ0aWNsZV8yNzFhY2YzYS1iNzBlLTU0ZmQtYjYwMS05YjA5ZmVkOTE4NTMuaHRtbNIBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh6.googleusercontent.com/proxy/m474z1zJEu61a3V6SEby3IeN9N3TaRsM8nXn4JDaC7vwsMtismG8RB-d7TsfUpxWBInMd0G8_naRJlli3Gr_RTsudtY5L2dCEapTK8yI8q3C1IXn84_zxPI-QKtWZqBAVIeIZjw_UxJXZnKp5h-H-OmRsmZ-sQ5cIiCFTkGBFeQ_fnDmwGutMGMGwl_nednFP-2nPGLFuLcYdyV0-k-lWfUyVDIm6nuYid8X9qEbhyKbqiOFwWIUcSz3jswV=-p-df-h100-w100,entertainment
ent8,Out & About | Arts & Entertainment | timesnews.net,The Kingsport Art Guild will host the 55th Appalachian Art Show April 5 through May 17 in the Main Gallery on the second floor of the Renaissance Center in ...,Out & About | Arts & Entertainment | timesnews.net The Kingsport Art Guild will host the 55th Appalachian Art Show April 5 through May 17 in the Main Gallery on the second floor of the Renaissance Center in ...,news.google.com/./articles/CBMib2h0dHBzOi8vd3d3LnRpbWVzbmV3cy5uZXQvbGl2aW5nL2FydHMtZW50ZXJ0YWlubWVudC9vdXQtYWJvdXQvYXJ0aWNsZV8yZDQyOGMyNC04Y2I2LTExZWItYjQyMS02ZjNkZjcyNTdjNWUuaHRtbNIBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/oLYK9aMjF4jUxiR-ETX1NVJ_Aq8ky-U4dcCwu9QxUgCbYx3hP9TDhUsTXb5Rrl_lpTQDjJdX4dIHjBiKfIFwYlAfuQEcpZJdIh-rZi1BR2gehffwrv3DbHhb15yMuc13ure4RsXOjdsuBtv818Ev32fGiwW7JQQsZfougPmGZgVu62fv9YAkRL2TzD2AFajWpUB5tkNlSEE3RH1PdvrkEtTajPlRspwDc8b4rz1QEIC-QzWJvD1lQLp_eoQ66CI_LfTuNLpVNdsIlsla=-p-df-h100-w100,entertainment
ent9,Sports & Entertainment Spotlight - April 2021 | Foster Garvey PC - JDSupra,"March is over, a new month begins. Congrats on the Final Four to the Zags, Cougars, Bears and Bruins. Opening Day is upon us, it's time to play ball, And battle ...","Sports & Entertainment Spotlight - April 2021 | Foster Garvey PC - JDSupra March is over, a new month begins. Congrats on the Final Four to the Zags, Cougars, Bears and Bruins. Opening Day is upon us, it's time to play ball, And battle ...",news.google.com/./articles/CBMiT2h0dHBzOi8vd3d3Lmpkc3VwcmEuY29tL2xlZ2FsbmV3cy9zcG9ydHMtZW50ZXJ0YWlubWVudC1zcG90bGlnaHQtYXByaWwtNDIyNDA2OS_SAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh5.googleusercontent.com/proxy/RrURKQd-k6RUrcC-GzZk0V8y_rpb4CaDKoAXdXofmJb1A7OXip8BcjDVDw_yOPahig7IMj2ANJFDDd4w4kaHC1gspOA96FRaVu6MCq2afUpyT4Ui4TEfY2W93pabfHLiERW0=-p-df-h100-w100,entertainment
